airplane_0004,airplane
airplane_0030,airplane
airplane_0033,airplane
airplane_0035,airplane
airplane_0042,airplane
airplane_0052,airplane
airplane_0064,airplane
airplane_0069,airplane
airplane_0071,airplane
airplane_0081,airplane
airplane_0101,airplane
airplane_0104,airplane
airplane_0129,airplane
airplane_0161,airplane
airplane_0162,airplane
airplane_0177,airplane
airplane_0184,airplane
airplane_0194,airplane
airplane_0197,airplane
airplane_0202,airplane
airplane_0209,airplane
airplane_0211,airplane
airplane_0218,airplane
airplane_0229,airplane
airplane_0261,airplane
airplane_0272,airplane
airplane_0279,airplane
airplane_0297,airplane
airplane_0298,airplane
airplane_0300,airplane
airplane_0305,airplane
airplane_0325,airplane
airplane_0327,airplane
airplane_0350,airplane
airplane_0355,airplane
airplane_0362,airplane
airplane_0372,airplane
airplane_0377,airplane
airplane_0408,airplane
airplane_0430,airplane
airplane_0432,airplane
airplane_0453,airplane
airplane_0455,airplane
airplane_0461,airplane
airplane_0484,airplane
airplane_0499,airplane
airplane_0504,airplane
airplane_0506,airplane
airplane_0510,airplane
airplane_0516,airplane
airplane_0538,airplane
airplane_0545,airplane
airplane_0551,airplane
airplane_0560,airplane
airplane_0561,airplane
airplane_0565,airplane
airplane_0570,airplane
airplane_0576,airplane
airplane_0581,airplane
airplane_0587,airplane
airplane_0602,airplane
airplane_0614,airplane
airplane_0625,airplane
bathtub_0001,bathtub
bathtub_0018,bathtub
bathtub_0036,bathtub
bathtub_0046,bathtub
bathtub_0054,bathtub
bathtub_0062,bathtub
bathtub_0090,bathtub
bathtub_0093,bathtub
bathtub_0099,bathtub
bathtub_0104,bathtub
bathtub_0105,bathtub
bed_0017,bed
bed_0022,bed
bed_0041,bed
bed_0042,bed
bed_0045,bed
bed_0055,bed
bed_0060,bed
bed_0077,bed
bed_0090,bed
bed_0096,bed
bed_0109,bed
bed_0122,bed
bed_0126,bed
bed_0140,bed
bed_0141,bed
bed_0154,bed
bed_0164,bed
bed_0166,bed
bed_0180,bed
bed_0195,bed
bed_0205,bed
bed_0219,bed
bed_0222,bed
bed_0225,bed
bed_0236,bed
bed_0245,bed
bed_0258,bed
bed_0269,bed
bed_0272,bed
bed_0303,bed
bed_0309,bed
bed_0322,bed
bed_0324,bed
bed_0327,bed
bed_0336,bed
bed_0337,bed
bed_0341,bed
bed_0346,bed
bed_0347,bed
bed_0358,bed
bed_0370,bed
bed_0374,bed
bed_0382,bed
bed_0383,bed
bed_0389,bed
bed_0391,bed
bed_0398,bed
bed_0411,bed
bed_0418,bed
bed_0429,bed
bed_0457,bed
bed_0508,bed
bench_0061,bench
bench_0066,bench
bench_0071,sofa
bench_0076,bench
bench_0080,table
bench_0082,bench
bench_0084,bench
bench_0087,bench
bench_0088,bench
bench_0108,bench
bench_0109,bench
bench_0129,bench
bench_0133,bench
bench_0140,bench
bench_0146,bench
bench_0155,bench
bench_0172,bench
bookshelf_0005,bookshelf
bookshelf_0020,bookshelf
bookshelf_0022,bookshelf
bookshelf_0035,bookshelf
bookshelf_0049,bookshelf
bookshelf_0050,bookshelf
bookshelf_0051,bookshelf
bookshelf_0058,bookshelf
bookshelf_0076,bookshelf
bookshelf_0080,bookshelf
bookshelf_0085,bookshelf
bookshelf_0115,bookshelf
bookshelf_0117,bookshelf
bookshelf_0147,bookshelf
bookshelf_0153,bookshelf
bookshelf_0169,bookshelf
bookshelf_0172,bookshelf
bookshelf_0176,bookshelf
bookshelf_0180,bookshelf
bookshelf_0184,bookshelf
bookshelf_0192,bookshelf
bookshelf_0214,bookshelf
bookshelf_0215,bookshelf
bookshelf_0217,bookshelf
bookshelf_0230,bookshelf
bookshelf_0260,bookshelf
bookshelf_0274,bookshelf
